name, genre, timeCinema, contentRating, company, duration, synopsis, rating, box-office
"Tomorrow, When the War Began","['Action & Adventure', 'Art House & International', 'Drama']",2012-02-23T16:00:00-08:00,R,Freestyle Releasing,P120M,"
    Tomorrow When the War Began is a pulse-pounding action thriller that follows the journey of eight high school friends in an Australian coastal town whose lives are suddenly and violently upended by an invasion that no one saw coming. Caitlin Stasey stars as 17 year old Ellie Linton, a precocious teen who leads her best friends including Corrie (Rachel Hurd-Wood) and Kevin (Lincoln Lewis) to an isolated, deep in the woods camp site named 'Hell.' Upon returning, they come to grips with the fact that their country has been overrun by a mysterious, invading army. When the hostile armed forces become alerted to the presence of the teenagers, Ellie and her friends, along with a new recruit (apathetic stoner Chris Lang, played by Andrew Ryan) - must band together to escape, outwit and strike back against the mysterious enemy that has seized control of the their town and imprisoned their friends and loved ones. -- (C) Freestyle",64,"$8,996,537"
The Cup,"['Art House & International', 'Drama']",2012-05-10T17:00:00-07:00,PG,Myriad Pictures,P96M,"
    A true story about two brothers, both competing for the highest honor in horse racing, the Melbourne Cup. When tragedy strikes, one brother relies on the support of a veteran horse trainer to overcome the odds and challenge himself to win. An incredible story of inspiration and triumph over adversity. -- (C) Myriad Pictures",28,"$1,645,628"
The Family Tree,"['Comedy', 'Drama']",2011-08-25T17:00:00-07:00,R,Entertainment One U.S.,P87M,"
    Life in suburban Serenity, Ohio is never quite as serene as it appears. The dysfunctional Burnett family - Bunnie (Hope Davis), Jack (Dermot Mulroney) and their twin 17 year olds Eric (Max Thieriot) and Kelly (Britt Robertson) - seems like a lost cause. When a freak accident leaves Bunnie with a case of amnesia, the Burnetts get an unexpected second chance at happiness. Meanwhile, next door neighbor Simon (Chi McBride) is relieved that his tryst gone wrong with Bunnie remains undetected, at least for the moment. Before long, a slew of past relationships, kids with guns, a suicidal teacher, a very zealous religious club, misinterpreted advances, corporate down-sizing, and one fateful squirrel combine to create enough mayhem to test the resolve, sanity and future of any family! -- (C) Entertainment One US",10,"$3,658"
A Few Best Men,['Comedy'],2015-05-04T17:00:00-07:00,NR,Universal Pictures,P97M,"
    A groom-to-be and his three best men travel to Australia for an unforgettable wedding filled with chaos and culture clashes.",15,"$3,461,533"
The Snowtown Murders,"['Art House & International', 'Drama', 'Mystery & Suspense']",2012-03-01T16:00:00-08:00,NR,IFC Films,P120M,"
    When 16 year-old Jamie is introduced to a charismatic man, a friendship begins. As the relationship grows so does Jamie's suspicions, until he finds his world threatened by both his loyalty for, and fear of his newfound father figure, John Bunting: Australia's most notorious serial killer. -- (C) Official Site",83,"$607,110"
Sleeping Beauty,"['Art House & International', 'Drama']",2011-12-01T16:00:00-08:00,NR,IFC Films,P104M,"
    Lucy (Emily Browning) is a young university student possessed by a kind of radical passivity. She lets a flip of a coin decide the outcome of a random sexual encounter and she displays an uncomplaining patience when facing the repetitions of her various menial jobs that fund her studies. One day she answers an ad in the student newspaper and interviews for a job to be a lingerie waitress. But she is secretly being initiated into a world of strange new work; one where she will have to give into absolute submission to her clients by being sedated; becoming a Sleeping Beauty. Eventually this unnerving experience begins to bleed into her daily life and she finally develops the will to break the spell by discovering what happens to her while she sleeps. -- (C) Sundance Selects",48,"$21,236"
Bait,"['Action & Adventure', 'Horror', 'Mystery & Suspense']",2012-09-13T17:00:00-07:00,R,Anchor Bay Entertainment,P94M,"
    When a monstrous freak tsunami hits a sleepy beach community, a group of survivors from different walks of life find themselves trapped inside a submerged grocery store. As they try to escape to safety, they soon discover that there is a predator among them more deadly than the threat of drowning-vicious great white sharks lurking in the water, starved hungry for fresh meat. As the bloodthirsty sharks begin to pick the survivors off one by one, the group realizes that they must work together to find a way out without being eaten alive. -- (C) Official Site",47,"$365,187"
Any Questions for Ben?,"['Art House & International', 'Comedy']",P114M,NR,Working Dog Productions,P114M,"
    For 27-year-old Ben, life couldn't be better. A well paid job, friends, parties, girls and nothing to tie him down. But when he is invited back to his old school to join several other ex-students including Alex and Jim in talking about their personal achievements, something goes wrong. Ben is the only speaker not to be asked a question by the school kids. This triggers a year of soulsearching and looking for answers in all the wrong places. From his best friend Andy whose solution is that they both take another holiday, to his mentor Sam who loans him a sports car in the belief that there's nothing like excessive speed to resolve emotional turmoil. Not even Ben's father or friends Nick and Em can offer much in the way of meaningful guidance. Of course, it's not easy seeking enlightenment in nightclubs, or on the ski fields of New Zealand, and when you start dating a Russian tennis star things can get really complicated. As the poster boy for a generation desperate to tick every box, Ben begins to suspect that the meaning of life may well reside in the things he's already doing - and a girl he used to know.",59,"$608,731"
Kath & Kimderella,['Comedy'],2012-09-05T17:00:00-07:00,R,All3Media,P86M,"
    Fountain Lakes' foxy ladies who turn more than just heads when they go on an overseas trip and end up being the centre of their very own fairytale. -- (C) Official Site",26,"$3,982,426"
Mental,"['Art House & International', 'Comedy', 'Horror']",2013-03-28T17:00:00-07:00,NR,Dada Films,P116M,"
    Set in the fictional town of Dolphin Heads, MENTAL is written and directed by PJ Hogan and produced by Jerry Zucker, Janet Zucker, Todd Fellman and Jocelyn Moorhouse. The comedy stars Toni Collette (United States of Tara, Little Miss Sunshine, About A Boy, The Sixth Sense), Liev Schreiber (Salt, X-Men Origins: Wolverine), Anthony LaPaglia (Without A Trace, Balibo), Rebecca Gibney (Packed to the Rafters), Kerry Fox (Cloudstreet, Bright Star), Caroline Goodall (Dorian Gray) Deborah Mailman (Offspring, Bran Nue Dae), and Sam Clark (Neighbours). (c) Dada Films",40,"$2,202,208"
The Sapphires,"['Comedy', 'Drama', 'Musical & Performing Arts']",2013-03-21T17:00:00-07:00,PG13,The Weinstein Company,P98M,"
    Inspired by a true story, THE SAPPHIRES follows four vivacious, young and talented Australian Aboriginal girls from a remote mission as they learn about love, friendship and war when their all girl group The Sapphires entertains the U.S. troops in Vietnam in 1968. Cynthia (Tapsell), Gail (Mailman), Julie (Mauboy) and Kay (Sebbens) are discovered by Dave (O'Dowd), a good-humored talent scout with a kind heart, very little rhythm but a great knowledge of soul music. As their manager, Dave books the sisters their first true gig giving them their first taste of stardom, and travels them to Vietnam to sing for the American troops. (c) Weinstein",91,"$2,400,000"
The Sapphires,"['Comedy', 'Drama', 'Musical & Performing Arts']",2013-03-21T17:00:00-07:00,PG13,The Weinstein Company,P98M,"
    Inspired by a true story, THE SAPPHIRES follows four vivacious, young and talented Australian Aboriginal girls from a remote mission as they learn about love, friendship and war when their all girl group The Sapphires entertains the U.S. troops in Vietnam in 1968. Cynthia (Tapsell), Gail (Mailman), Julie (Mauboy) and Kay (Sebbens) are discovered by Dave (O'Dowd), a good-humored talent scout with a kind heart, very little rhythm but a great knowledge of soul music. As their manager, Dave books the sisters their first true gig giving them their first taste of stardom, and travels them to Vietnam to sing for the American troops. (c) Weinstein",91,"$2,400,000"
Wish You Were Here,"['Drama', 'Mystery & Suspense']",2013-06-06T17:00:00-07:00,R,Entertainment One,P89M,"
    Kieran Darcy-Smith's feature debut is a calmly devastating exploration of how one misjudged moment in life has the potential to cause everything to fall to pieces. Dave (Joel Edgerton) reluctantly travels to Cambodia with his pregnant wife (co-writer Felicity Price) and her younger sister and new boyfriend, and after a night of partying the boyfriend disappears without a trace. The others are left to return to their lives, each bearing differing degrees of knowledge about what happened. Delivering doses of information bit by bit, the film's meticulously edited, nonlinear disclosure of events is transfixing-as are the superb performances. (c) eOne",70,"$803,093"
